Company_Brand,HeadQuarter,Sector,What_it_does,Amount,Stage,Stage_category,Funding_year,Sector_category
FRAAZO,Mumbai,Food & Beverages,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,11000000.0,Series A,Series A,2021,Consumer Discretionary
Licious,Bangalore,Food & Beverages,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",192000000.0,Series F,Others,2021,Consumer Discretionary
WinZO,New Delhi,Gaming,WinZO is the largest social gaming and entertainment platform in India.,65000000.0,Series C,"Series B,C,D&E",2021,Consumer Discretionary
Furlenco,Bangalore,Consumer Goods,Furlenco is a different furniture company.,100000000.0,Seed,unknown,2021,Consumer Discretionary
Skylark Drones,Bangalore,Aviation,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",3000000.0,Pre-series A,Pre-seed,2021,Industrial
TWID,Bangalore,FinTech,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions",2500000.0,Seed,unknown,2021,Financials
MyMobiForce,Noida,Internet,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India",1400000.0,Pre-series A,Pre-seed,2021,Information Technology
Pine Labs,Noida,Information Technology,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,600000.0,Seed,unknown,2021,Information Technology
Genworks Health,Bangalore,Healthcare,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,2000000.0,Seed,unknown,2021,Health Care
Neverinstall,Bangalore,Information Technology,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,370000.0,Seed,Seed,2021,Information Technology
BeatO,New Delhi,Healthcare,ULTIMATE app to manage chronic conditions.,5000000.0,Pre-series B,Pre-seed,2021,Health Care
Earth Rhythm,Gurugram,Cosmetics,A mission to make customers healthier and Earth a little greener.,1200000.0,Seed,Seed,2021,Consumer Discretionary
Fountain9,Mumbai,Computer software,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.",1900000.0,Seed,Seed,2021,Information Technology
Rockclimber,Bangalore,Food & Beverages,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,1000000.0,Seed,unknown,2021,Consumer Discretionary
SpEd@home,Mumbai,EdTech,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",300000.0,Seed,unknown,2021,Information Technology
Green Soul,Ambernath,Consumer Goods,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,200000.0,Seed,unknown,2021,Consumer Discretionary
Shiprocket,New Delhi,Logistics,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,41000000.0,Series D,"Series B,C,D&E",2021,Industrial
DealShare,Bangalore,Retail,The next generation disruptive (social) e-commerce product for the masses.,144000000.0,Seed,unknown,2021,Consumer Discretionary
Teachmint,Bangalore,EdTech,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,20000000.0,Pre-series B,Pre-seed,2021,Information Technology
Vahak,Bangalore,Transportation,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,5000000.0,Pre-series A,Pre-seed,2021,Industrial
goSTOPS,New Delhi,Hospitality,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,1000000.0,Pre-series A,Pre-seed,2021,Health Care
Powerplay,Bangalore,Construction,Powerplay helps simplify end to end Construction and Architecture project management.,5200000.0,Seed,unknown,2021,unknown
Delhivery,Gurugram,Logistics,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.",270000000.0,Series H,Others,2021,Industrial
Avishkaar,New Delhi,EdTech,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,600000.0,Pre-series A,Pre-seed,2021,Information Technology
Jobsgaar,New Delhi,Job discovery platform,India's first District level/ Hyper Local Job discovery platform,140000.0,Seed,Seed,2021,unknown
Breathe Well-being,New Delhi,HealthCare,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,1000000.0,Pre-series A,Pre-seed,2021,Health Care
Good Health Clinic,Hyderabad,HealthCare,Full Stack Digital Health Clinic,5000000.0,Seed,unknown,2021,Health Care
Urban Company,New Delhi,Home services,Urban Company is an India-based company providing a marketplace for freelance labor.,250000000.0,Series F,Others,2021,Consumer Discretionary
MYBYK,Ahmadabad,Rental,MYBYK is an app that provides premium bicycle sharing and rental service.,1000000.0,Pre-series A,Pre-seed,2021,Consumer Discretionary
Locus,Bangalore,Logistics,Locus is an intelligent decision-making and automation platform for logistics.,50000000.0,Series C,"Series B,C,D&E",2021,Industrial
Crejo.Fun,Bangalore,EdTech,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,3000000.0,Seed,Seed,2021,Information Technology
Bambinos,Bangalore,EdTech,Cohort based extracurricular course for kids,500000.0,Seed,Seed,2021,Information Technology
KreditBee,Bangalore,FinTech,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,8000000.0,Seed,unknown,2021,Financials
Spardha,Pune,EdTech,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",400000.0,Pre-series A,Pre-seed,2021,Information Technology
Holisol,New Delhi,Logistics,HoliSol Logistics Is a Supply Chain Operations Company!,3000000.0,Seed,unknown,2021,Industrial
Now&Me,New Delhi,HealthCare,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.",1000000.0,Seed,unknown,2021,Health Care
Fyllo,Bangalore,AgriTech,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,400000.0,Seed,Seed,2021,Information Technology
Blaer Motors,Chennai,Mobility,Meant to augment human power and not completely replace it,300000.0,Seed,unknown,2021,Consumer Discretionary
Swiflearn,Gurugram,EdTech,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,3000000.0,Pre-series A,Pre-seed,2021,Information Technology
QuickSell,Mumbai,E-commerce,B2B Mobile Commerce Platform,2000000.0,Pre-series A,Pre-seed,2021,Consumer Discretionary
Truemeds,Mumbai,Heathcare,Truemeds is a health-tech startup.,5000000.0,Series A,Series A,2021,unknown
Candes,New Delhi,E-commerce,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,3000000.0,Seed,unknown,2021,Consumer Discretionary
MediBuddy,Bangalore,Heathcare,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",3000000.0,Seed,unknown,2021,unknown
F5,New Delhi,Food & Beverages,F5 is a foods and beverages company.,300000.0,Pre-series A,Pre-seed,2021,Consumer Discretionary
Capital Float,Bangalore,FinTech,Capital Float is an online platform that provides working capital finance to SMEs in India.,6000000.0,Seed,unknown,2021,Financials
IntelleWings,Panchkula,IT startup,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",100000.0,Seed,Seed,2021,Information Technology
Shyplite,New Delhi,Logistics,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,1000000.0,Seed,unknown,2021,Industrial
Refyne,Bangalore,FinTech,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,20000000.0,Series A,Series A,2021,Financials
Greenjoules,Pune,Renewable Energy,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,4500000.0,Series A,Series A,2021,Energy
MentorKart,New Delhi,Consulting,MentorKart™ helps to fulfil dreams and take that big step towards success.,150000.0,Seed,Seed,2021,Consumer Discretionary
Leverage Edu,New Delhi,EdTech,AI-enabled marketplace designed to help students with their higher education and career growth plans,2000000.0,Debt,Others,2021,Information Technology
Kale Logistics,Thane,Logistics,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,5000000.0,Series A,Series A,2021,Industrial
CustomerGlu,Bangalore,CRM,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.,320000.0,Seed,unknown,2021,Health Care
Cell Propulsion,Bangalore,EV startup,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,2000000.0,Seed,unknown,2021,Consumer Discretionary
Pee Safe,Gurugram,HealthCare,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,3000000.0,Pre-series B,Pre-seed,2021,Health Care
Chqbook,New Delhi,FinTech,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.",1000000.0,Seed,unknown,2021,Financials
SimpliContract,Bangalore,Software,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",1800000.0,Seed,Seed,2021,Information Technology
Dropshop,Bangalore,Logistics,Building technology to make distribution efficient and cheaper for large and small FMCG companies,1000000.0,Pre-series A,Pre-seed,2021,Industrial
Jumbotail,Bangalore,E-commerce,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,4000000.0,Debt,Others,2021,Consumer Discretionary
BYJU'S,Bangalore,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,350000000.0,Seed,unknown,2021,Information Technology
Power Gummies,New Delhi,Nutrition,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,1000000.0,Seed,unknown,2021,Consumer Discretionary
Convosight,New Delhi,SaaS startup,A mission - to help community builders become community entrepreneurs.,9000000.0,Series A,Series A,2021,Information Technology
Junio,New Delhi,FinTech,Junio is a kids-focused digital pocket money-smart card.,600000.0,Seed,Seed,2021,Financials
Flexmoney,Mumbai,FinTech,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",4800000.0,Series A,Series A,2021,Financials
Fampay,Bangalore,FinTech,India's first numberless card and UPI without a bank account,38000000.0,Series A,Series A,2021,Financials
Apna,Bangalore,Human Resources,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,70000000.0,Series B,"Series B,C,D&E",2021,unknown
XYXX Apparels,Surat,Fashion,"XYXX Apparels,which runs an eponymous innerwear brand",4000000.0,Series A,Series A,2021,Consumer Discretionary
BrowserStack,Mumbai,SaaS startup,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,200000000.0,Series B,"Series B,C,D&E",2021,Information Technology
Vital,New Delhi,Insuretech,"An affordable, digital health plan built around to cover both big and small expenses",3000000.0,Pre-series A,Pre-seed,2021,unknown
Samaaro,Bangalore,SaaS startup,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",125000.0,Seed,unknown,2021,Information Technology
Imagimake,Mumbai,Innovation management,An innovative play system to help children create their imagination,500000.0,Pre-series A,Pre-seed,2021,Information Technology
MSMEx,Andheri,EdTech,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,1000000.0,Pre-series A,Pre-seed,2021,Information Technology
RenewBuy,Gurugram,Insuretech,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,45000000.0,Series C,"Series B,C,D&E",2021,unknown
Kutumb,Bangalore,Community platform,Kutumb is a social community enabler.,26000000.0,Series A,Series A,2021,Communication Services
Superplum,Noida,AgriTech,Building India's most sophisticated platform for high quality fresh food,3800000.0,Pre-series A,Pre-seed,2021,Information Technology
Upside AI,Mumbai,FinTech,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,1200000.0,Seed,Seed,2021,Financials
Skillmatics,Mumbai,EdTech,Skillmatics develops learning games for pre-school and primary school kids aged under 10,6000000.0,Series A,Series A,2021,Information Technology
Bimaplan,Bangalore,Insuretech,Affordable insurance for the next billion Indians,2500000.0,Pre-series A,Pre-seed,2021,unknown
Bueno Finance,Gurugram,FinTech,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.",3000000.0,Seed,Seed,2021,Financials
CityMall,Gurugram,E-commerce,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,22000000.0,Series B,"Series B,C,D&E",2021,Consumer Discretionary
BYJU’S,Bangalore,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,50000000.0,Seed,unknown,2021,Information Technology
India Quotient,Mumbai,Venture capitalist,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're,64000000.0,Seed,unknown,2021,Financials
Anvidha Technologies,Haryana,Tech Startup,Anvidha Technologies Private Limited is a HARYANA based private ltd.,1500000.0,Seed,Seed,2021,unknown
CoffeeMug.ai,New Delhi,Networking,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.",620000.0,Pre-seed,Pre-seed,2021,Information Technology
BigLeap,Hyderabad,Recruitment,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,600000.0,Seed,unknown,2021,unknown
Kazam,Bangalore,EV startup,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",900000.0,Seed,Seed,2021,Consumer Discretionary
BimaPe,Mumbai,FinTech,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',500000.0,Pre-seed,Pre-seed,2021,Financials
Synapsica,New Delhi,HealthCare,Artificial Intelligence tools to make quality diagnostic assessment available for all.,4000000.0,Series A,Series A,2021,Health Care
Plutomen,Ahmadabad,AR startup,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,300000.0,Seed,unknown,2021,Information Technology
GoMechanic,Gurugram,Automotive,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",42000000.0,Series C,"Series B,C,D&E",2021,unknown
Grinntech,Chennai,Automotive,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.",2000000.0,Seed,unknown,2021,unknown
Nobel Hygiene,Mumbai,HealthCare,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.",60000000.0,Seed,unknown,2021,Health Care
Classplus,Noida,EdTech,Classplus was born out of an urge to redefine classroom engagement in this country.,65000000.0,Series C,"Series B,C,D&E",2021,Information Technology
WINDO,Hyderabad,E-commerce,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,500000.0,Seed,Seed,2021,Consumer Discretionary
GoBolt,Gurugram,Logistics,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.",20000000.0,Series B,"Series B,C,D&E",2021,Industrial
Loco,Bangalore,Gaming,Loco is India's leading live game streaming app.,9000000.0,Seed,Seed,2021,Consumer Discretionary
Auric,New Delhi,HealthCare,Contemporary Beauty & Wellness Brand Based on Ayurveda,2000000.0,Pre-series A,Pre-seed,2021,Health Care
Edmingle,Bangalore,EdTech,Edmingle is a platform for all educators who want to launch their courses and sell them online.,300000.0,Seed,unknown,2021,Information Technology
Slice,Bangalore,FinTech,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",20000000.0,Seed,unknown,2021,Financials
Airblack,Gurugram,IT startup,Airblack is on a mission to help people convert their passion to a livelihood.,5200000.0,Series A,Series A,2021,Information Technology
Nestroots,Gurugram,Fashion,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",100000.0,Seed,Seed,2021,Consumer Discretionary
Detect Technologies,Chennai,Automation,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,12000000.0,Seed,unknown,2021,Information Technology
CredR,Bangalore,Automotive,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,6500000.0,Seed,unknown,2021,unknown
Fourth Partner Energy,Hyderabad,Solar,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",125000000.0,Seed,unknown,2021,unknown
TABLT,Kolkata,HealthCare,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,3000000.0,Seies A,unknown,2021,Health Care
Hesa,Hyderabad,IT startup,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,2000000.0,Seed,Seed,2021,Information Technology
Nalanda Learning,Kolkata,EdTech,India's 1st Online Preschool with Blended Learning Model,5000000.0,Seed,unknown,2021,Information Technology
Knackit,Bangalore,IT startup,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,100000.0,Seed,unknown,2021,Information Technology
Treebo Hotels,Bangalore,Hospitality,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,16000000.0,Series D,"Series B,C,D&E",2021,Health Care
Raptee Energy,Chennai,Automotive,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,700000.0,Seed,unknown,2021,unknown
Meddo,Gurugram,HealthCare,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,6000000.0,Seed,unknown,2021,Health Care
Supertails,Bangalore,Pet care,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2600000.0,Pre-series A,Pre-seed,2021,unknown
SkilloVilla,Bangalore,EdTech,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,300000.0,Seed,Seed,2021,Information Technology
Cancer Clinics,Telugana,HealthCare,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",1500000.0,Pre-series A,Pre-seed,2021,Health Care
Velocity,Bangalore,FinTech,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,1300000.0,Seed,Seed,2021,Financials
Happy Jars,New Delhi,Food & Beverages,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",400000.0,Seed,Seed,2021,Consumer Discretionary
Inshorts,Noida,Media,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,40000000.0,Seed,unknown,2021,unknown
ExtraaEdge,Pune,MarTech,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,1000000.0,Pre-series A,Pre-seed,2021,unknown
Zotalabs,Pune,Tech Startup,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,1250000.0,Seed,Seed,2021,unknown
Voiro,Bangalore,Advertisement,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,1800000.0,Pre-series A,Pre-seed,2021,unknown
Dream Sports,Mumbai,Gaming,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.",400000000.0,Seed,unknown,2021,Consumer Discretionary
Safex Chemicals,New Delhi,AgriTech,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,50000000.0,Seed,unknown,2021,Information Technology
Rupifi,Bangalore,FinTech,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,4100000.0,Pre-series A,Pre-seed,2021,Financials
Moneyboxx,Mumbai,FinTech,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,3000000.0,Debt,Others,2021,Financials
CityMall,Gurugram,E-commerce,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,11000000.0,Series A,Series A,2021,Consumer Discretionary
Janani,Bangalore,Heathcare,Janani.ai is a fertility care provider.,1000000.0,Seed,Seed,2021,unknown
ReshaMandi,Bangalore,AgriTech,India's 1st award winning technology led digital ecosystem for Silk,1700000.0,Seed,Seed,2021,Information Technology
Bombay Shaving Company,New Delhi,Lifestyle,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",2000000.0,Seed,unknown,2021,Consumer Discretionary
DotPe,Gurugram,FinTech,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,27000000.0,Series A,Series A,2021,Financials
Five Star Finance,Chennai,FinTech,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,234000000.0,Seed,unknown,2021,Financials
BYJU'S,Bangalore,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,460000000.0,Series F,Others,2021,Information Technology
Annapurna Finance,Bhubaneswar,FinTech,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,30000000.0,Seed,unknown,2021,Financials
HealthPlix,Bangalore,HealthCare,HealthPlix is a healthtech startup,13500000.0,Series B,"Series B,C,D&E",2021,Health Care
Masai School,Bangalore,EdTech,Masai School is a job-oriented software training services.,5000000.0,Series A,Series A,2021,Information Technology
Bewakoof,Mumbai,D2C Fashion,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",4000000.0,Seed,unknown,2021,Consumer Discretionary
IndiaLends,New Delhi,FinTech,IndiaLends is a digital lending and borrowing marketplace.,5100000.0,Seed,unknown,2021,Financials
Stelis Biopharma,Bangalore,BioTechnology,Stelis Biopharma is a vertically integrated biopharmaceutical company.,195000000.0,Series B,"Series B,C,D&E",2021,Information Technology
Tilt,Bangalore,Bike Rental,A bike-share for Indian campuses,125000.0,Seed,unknown,2021,Consumer Discretionary
NeoDove,Jaipur,AI startup,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",15000000.0,Seed,Seed,2021,Information Technology
Zaara Biotech,Kottayam,BioTechnology,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,10000000.0,Seed,unknown,2021,Information Technology
KreditBee,Bangalore,FinTech,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,75000000.0,Seed,Seed,2021,Financials
True Balance,Gurugram,FinTech,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,10000000.0,Debt,Others,2021,Financials
Muvin,Bangalore,FinTech,Youth Neobank enabling financial solutions for the teenagers and young people,1000000.0,Seed,Seed,2021,Financials
Purplle,Mumbai,Beauty products,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",45000000.0,Seed,unknown,2021,Consumer Discretionary
FloBiz,Bangalore,Tech Startup,India’s first neobusiness platform,10000000.0,Series A,Series A,2021,unknown
Jeevam Health,New Delhi,Health care,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,1500000.0,Pre-seed,Pre-seed,2021,Health Care
OZiva,Mumbai,Heathcare,OZiva is a plant-based Clean Nutrition Brand.,12000000.0,Series B,"Series B,C,D&E",2021,unknown
Blive,Panaji,Tourism,B: Live is an electric vehicle tourism startup.,1000000.0,Pre-series A,Pre-seed,2021,Consumer Discretionary
Nazara Technologies,Mumbai,Gaming,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",30000000.0,Seed,unknown,2021,Consumer Discretionary
Euler Motors,New Delhi,Automotive,Electric Light Commercial Vehicle,2600000.0,Series A,Series A,2021,unknown
Pixxel,Bangalore,SpaceTech,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,7300000.0,Seed,Seed,2021,unknown
MyGlamm,Mumbai,Beauty products,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,20000000.0,Series C,"Series B,C,D&E",2021,Consumer Discretionary
Chirrup,Bangalore,Gaming,Video integrated social-gaming platform,300000.0,Pre-seed,Pre-seed,2021,Consumer Discretionary
Policybazaar,Gurugram,Insurance,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,75000000.0,Seed,unknown,2021,unknown
Livve Homes,Bangalore,Rental space,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",5000000.0,Seed,unknown,2021,Consumer Discretionary
Juicy Chemistry,Coimbatore,HealthCare,Juicy Chemistry operates as an eponymous consumer brand.,6300000.0,Series A,Series A,2021,Health Care
Svasti Microfinance,Mumbai,FinTech,Svasti works with urban slum dwellers women microentrepreneurs.,4000000.0,Seed,unknown,2021,Financials
Nexprt,New Delhi,Consulting,Nexprt Solutions offers end-to-end and 100% customized import solutions.,2000000.0,Seed,unknown,2021,Consumer Discretionary
Ankur capital,Mumbai,FinTech,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,40000000.0,Seed,unknown,2021,Financials
Indifi,Gurugram,FinTech,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,5000000.0,Debt,Others,2021,Financials
Say Cheese,Mumbai,FemTech,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",1000000.0,Seed,Seed,2021,Health Care
Indic Inspirations,Pune,Cultural,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",300000.0,Seed,unknown,2021,Consumer Discretionary
Bimaplan,Mumbai,FinTech,Affordable insurance for the next billion Indians,500000.0,Seed,Seed,2021,Financials
YAP,Chennai,FinTech,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,10000000.0,Series B,"Series B,C,D&E",2021,Financials
Leap Finance,Bangalore,FinTech,Leap Finance is a fintech startup for Indian students pursuing international higher education,17000000.0,Series B,"Series B,C,D&E",2021,Financials
BlackSoil NBFC,Mumbai,FinTech,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,3000000.0,Seed,unknown,2021,Financials
OYO,Gurugram,Hospitality,OYO operates a branded network of hotels designed to offer standardized stay experiences.,200000000.0,Seed,unknown,2021,Health Care
Max Healthcare,New Delhi,HealthCare,Max Healthcare is one of the leading chain of hospitals in India.,140000000.0,Seed,unknown,2021,Health Care
4baseCare,Bangalore,HealthTech,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,2000000.0,Pre-series A,Pre-seed,2021,Health Care
Ezstays,New Delhi,EdTech,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",400000.0,Seed,Seed,2021,Information Technology
Stylework,Gurugram,Co-working,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,500000.0,Pre-series A,Pre-seed,2021,Consumer Discretionary
Kinara Capital,Bangalore,FinTech,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,6000000.0,Seed,unknown,2021,Financials
Riskcovry,Bangalore,InsureTech,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",5000000.0,Series A,Series A,2021,Information Technology
NODWIN,Gurugram,Gaming,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,20000000.0,Seed,unknown,2021,Consumer Discretionary
Quizizz,Bangalore,EdTech,Quizizz is a Education based startup,12500000.0,Series A,Series A,2021,Information Technology
Ecom Express,New Delhi,E-commerce,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,20000000.0,Seed,unknown,2021,Consumer Discretionary
Turtlemint,Mumbai,InsureTech,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,45000000.0,Series D,"Series B,C,D&E",2021,Information Technology
Captain Fresh,Bangalore,Supply chain platform,Captain Fresh is a freshwater fish and seafood supply chain platform.,3000000.0,Seed,Seed,2021,Consumer Discretionary
Northern Arc,Chennai,FinTech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,10000000.0,Debt,Others,2021,Financials
Qoohoo,Bangalore,Social platform,A platform for creators to build immersive connections with their fans and followers and monetize them.,800000.0,Seed,Seed,2021,Communication Services
IGL,Mumbai,Gaming,Indian Gaming League is the premier eSports platform in India.,500000.0,Seed,unknown,2021,Consumer Discretionary
AMPM,Gurugram,E-commerce,24*7 convenience store,200000.0,Seed,unknown,2021,Consumer Discretionary
The ePlane,Chennai,Drone,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",1000000.0,Seed,Seed,2021,unknown
